user_name,date,time,session_nr,loop_nr,presented_sequence,recalled_sequence,outcome,mistakes_in_a_row,recall_time_in_s,sound_model,digit_length,session_time,time_between_digits,memory_method,tiredness,physical_activity,mental_state,motivation,location,session_mode,feedback
werbler,15/11/2023,22:04:19,1,1,50,50.0,correct,0,1.7971569538116452,2,3,00:00:05,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:04:29,1,2,7790,7790.0,correct,0,1.5300889015197754,2,4,00:00:15,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:04:38,1,3,46860,46860.0,correct,0,2.687328100204468,2,5,00:00:24,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:04:49,1,4,71064,71064.0,correct,0,3.3624250888824463,2,6,00:00:35,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:05:03,1,5,7365844,7365844.0,correct,0,3.495413064956665,2,7,00:00:49,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:05:19,1,6,31085649,31084549.0,incorrect,1,4.9857017993927,2,8,00:01:05,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:05:35,1,7,48300545,48304505.0,incorrect,2,4.92756199836731,2,8,00:01:21,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:05:50,1,8,395986,39896.0,incorrect,3,6.148240804672241,2,7,00:01:36,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:06:03,1,9,635424,634524.0,incorrect,4,5.227654218673706,2,6,00:01:49,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:06:15,1,10,88497,88497.0,correct,0,3.1355319023132324,2,5,00:02:01,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:06:28,1,11,212511,212511.0,correct,0,5.518155097961426,2,6,00:02:14,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:06:40,1,12,5650784,5650814.0,incorrect,1,3.7466881275177,2,7,00:02:26,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:06:55,1,13,97980,7978790.0,incorrect,2,5.46845006942749,2,7,00:02:41,0.0,11.0,8,0,6,2,7,3,
werbler,15/11/2023,22:07:08,1,14,316499,316499.0,correct,0,5.141947031021118,2,6,00:02:54,0.0,11.0,8,0,6,2,7,3,
"werbler,16/11/2023,18:06:32,2,1,85950,85950.0,correct,0,11.700391054153442,2,5,00:00:42,5.0,5.0,6,60,3,3,4,1,""ei seosta veel numbreid, nagu vaja """
werbler,16/11/2023,18:08:07,2,2,81933,81933.0,correct,0,17.179043769836426,2,6,00:02:29,5.0,5.0,6,60,3,3,4,1,
"werbler,16/11/2023,18:10:00,2,3,7908505,7908505.0,correct,0,28.914745092391968,2,7,00:04:07,5.0,5.0,6,60,3,3,4,1,""proovin kirjutada paberile välja tähed, et need seostuksid numbriga"""
werbler,16/11/2023,18:11:35,2,4,65420981,65420981.0,correct,0,37.204049825668335,2,8,00:06:08,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:12:58,2,5,620694820,620694820.0,correct,0,14.065446138381958,2,9,00:07:23,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:14:36,2,6,4903275980,490327980.0,incorrect,1,24.79487109184265,2,10,00:09:03,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:16:13,2,7,9877602576,9877602576.0,correct,0,25.14874291419983,2,10,00:10:46,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:18:02,2,8,68389371548,68389371548.0,correct,0,27.61887001991272,2,11,00:12:36,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:19:49,2,9,318066706114,31806676114.0,incorrect,1,14.994849920272827,2,12,00:14:11,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:21:42,2,10,795460132808,7795460132808.0,incorrect,2,26.68207621574402,2,12,00:16:08,5.0,5.0,6,60,3,3,4,1,
"werbler,16/11/2023,18:23:49,2,11,6056045941,6056045941.0,correct,0,24.38305377960205,2,11,00:17:51,5.0,5.0,6,60,3,3,4,1,""tähtede-numbrite seos hakkab pähe jääma, läheb kiiremaks järjest"""
werbler,16/11/2023,18:25:39,2,12,314876196881,314876196881.0,correct,0,29.803582906723022,2,12,00:20:14,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:27:32,2,13,7242747665570,7242747665570.0,correct,0,17.295278787612915,2,13,00:21:53,5.0,5.0,6,60,3,3,4,1,proovib nüüd sõnu moodustada ja 2 numbri peale minna
werbler,16/11/2023,18:29:44,2,14,35163505333665,35163533665.0,incorrect,1,42.09606385231018,2,14,00:24:18,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:31:54,2,15,48617233515071,467233515071.0,incorrect,2,40.59585523605347,2,14,00:26:28,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:33:47,2,16,4197215220524,4151525004.0,incorrect,3,24.48450016975403,2,13,00:28:21,5.0,5.0,6,60,3,3,4,1,
werbler,16/11/2023,18:36:56,3,1,803989,803989.0,correct,0,4.962843894958496,2,6,00:00:11,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:37:23,3,2,9438559,9348959.0,incorrect,1,9.683378219604492,2,7,00:00:42,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:37:45,3,3,9495393,935939.0,incorrect,2,8.495981931686401,2,7,00:01:03,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:38:15,3,4,145254,191954.0,incorrect,3,12.348129987716677,2,6,00:01:31,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:38:33,3,5,70966,70966.0,correct,0,4.35529088973999,2,5,00:01:48,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:38:56,3,6,950265,950925.0,incorrect,1,6.214440822601318,2,6,00:02:14,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:39:21,3,7,434205,434205.0,correct,0,3.20112681388855,2,6,00:02:32,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:40:00,3,8,3624384,3624684.0,incorrect,1,27.55334186553955,2,7,00:03:19,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:40:36,3,9,2827405,2827405.0,correct,0,20.16517782211304,2,7,00:03:51,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:40:53,3,10,28504392,28504292.0,incorrect,1,4.672951698303223,2,8,00:04:10,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:41:20,3,11,6357355,607735.0,incorrect,2,11.9147629737854,2,8,00:04:37,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:41:40,3,12,2853062,2828602.0,incorrect,3,8.32849907875061,2,7,00:04:58,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:42:08,3,13,203476,203476.0,correct,0,8.198848009109497,2,6,00:05:18,0.0,6.0,6,60,7,6,5,2,ei jõua järge pidada veel 
werbler,16/11/2023,18:42:30,3,14,6899513,6899953.0,incorrect,1,8.162197828292847,2,7,00:05:45,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:43:01,3,15,9728266,9728266.0,correct,0,17.802128791809082,2,7,00:06:20,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:43:28,3,16,50054161,50054611.0,incorrect,1,14.50727891921997,2,8,00:06:47,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:43:56,3,17,74735869,74735869.0,correct,0,16.384855031967163,2,8,00:07:13,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:44:30,3,18,31824293,31824293.0,correct,0,19.453543186187744,2,9,00:07:49,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:45:09,3,19,7281921030,72928030.0,incorrect,1,17.121018886566162,2,10,00:08:27,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:45:35,3,20,1724705820,17124810.0,incorrect,2,8.753944158554077,2,10,00:08:52,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:45:57,3,21,700091569,7001969.0,incorrect,3,6.527172803878784,2,9,00:09:15,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:46:32,3,22,98552181,9894152.0,incorrect,4,17.26905131340027,2,8,00:09:47,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:46:59,3,23,8527898,8527988.0,incorrect,5,10.974085092544556,2,7,00:10:17,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:47:33,3,24,296755,296555.0,incorrect,6,11.48384404182434,2,6,00:10:52,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:47:49,3,25,5409,5409.0,correct,0,2.845885992050171,2,5,00:11:06,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:48:06,3,26,474371,474431.0,incorrect,1,7.641470909118652,2,6,00:11:26,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:48:23,3,27,207663,207763.0,incorrect,2,6.759616136550903,2,6,00:11:42,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:48:34,3,28,50285,50285.0,correct,0,1.9312610626220703,2,5,00:11:52,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:48:52,3,29,54080,54080.0,correct,0,5.857496023178101,2,6,00:12:08,0.0,6.0,6,60,7,6,5,2,
werbler,16/11/2023,18:49:15,3,30,1715686,1715681.0,incorrect,1,9.567255973815918,2,7,00:12:32,0.0,6.0,6,60,7,6,5,2,
